_id,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
617082fa2299cb9f2c271890,nm0000211,Mimi Rogers,1956,\N,"actress,producer,soundtrack","tt0118655,tt0120738,tt0210070,tt0488085"
617082fa2299cb9f2c271891,nm0000212,Meg Ryan,1961,\N,"actress,producer,director","tt0108160,tt0098635,tt0128853,tt0120632"
617082fa2299cb9f2c271892,nm0000213,Winona Ryder,1971,\N,"actress,producer,soundtrack","tt0110367,tt0172493,tt0100140,tt0099487"
617082fa2299cb9f2c271893,nm0000214,Mia Sara,1967,\N,"actress,soundtrack","tt0312098,tt0089469,tt0091042,tt0111438"
617082fa2299cb9f2c271894,nm0000215,Susan Sarandon,1946,\N,"actress,producer,soundtrack","tt0103074,tt0109446,tt0112818,tt0120686"
617082fa2299cb9f2c271895,nm0000216,Arnold Schwarzenegger,1947,\N,"actor,producer,director","tt0088247,tt0216216,tt0107362,tt0103064"
617082fa2299cb9f2c271896,nm0000235,Uma Thurman,1970,\N,"actress,producer,soundtrack","tt0378194,tt0110912,tt0118688,tt0266697"
617082fa2299cb9f2c271897,nm0000236,Jennifer Tilly,1958,\N,"actress,soundtrack,writer","tt0144120,tt0115736,tt0109348,tt0387575"
617082fa2299cb9f2c271898,nm0000237,John Travolta,1954,\N,"actor,soundtrack,producer","tt0110912,tt0076666,tt0077631,tt0113161"
617082fa2299cb9f2c271899,nm0000238,Shannon Tweed,1957,\N,"actress,producer,miscellaneous","tt0112942,tt0110675,tt0094834,tt0165710"
617082fa2299cb9f2c27189a,nm0000239,Liv Tyler,1977,\N,"actress,producer,soundtrack","tt0120591,tt0482606,tt0120737,tt0167260"
617082fa2299cb9f2c27189b,nm0000240,Skeet Ulrich,1970,\N,"actor,soundtrack,director","tt0115963,tt0117571,tt0409572,tt0913354"
617082fa2299cb9f2c27189c,nm0000241,Jean-Claude Van Damme,1960,\N,"actor,writer,producer","tt0119013,tt0101764,tt0097659,tt1130988"
617082fa2299cb9f2c27189d,nm0000242,Mark Wahlberg,1971,\N,"producer,actor,soundtrack","tt0407887,tt0964517,tt0118749,tt1637725"
617082fa2299cb9f2c27189e,nm0000243,Denzel Washington,1954,\N,"actor,producer,director","tt2671706,tt1037705,tt0168786,tt0139654"
617082fa2299cb9f2c27189f,nm0000251,Timothy Dowling,1973,\N,"actor,writer,script_department","tt2120120,tt1596350,tt0430922,tt0181852"
617082fa2299cb9f2c2718a0,nm0000252,Robert Ellis,1892,1974,"actor,director,writer","tt0030778,tt0030738,tt0006213,tt0010781"
617082fa2299cb9f2c2718a1,nm0000253,Robert Ellis,1888,1935,"art_director,miscellaneous","tt0010965,tt0014083,tt0014515,tt0026454"
617082fa2299cb9f2c2718a2,nm0000254,Isabelle Adjani,1955,\N,"actress,soundtrack,producer","tt0073114,tt0079641,tt0094828,tt0082933"
617082fa2299cb9f2c2718a3,nm0000255,Ben Affleck,1972,\N,"producer,actor,writer","tt0840361,tt2267998,tt1024648,tt0119217"
617082fa2299cb9f2c2718a4,nm0000256,Jenny Agutter,1952,\N,"actress,soundtrack","tt0067959,tt0082010,tt0074812,tt0848228"
617082fa2299cb9f2c2718a5,nm0000257,Alan Alda,1936,\N,"actor,miscellaneous,soundtrack","tt0097123,tt7653254,tt0068098,tt0082405"
617082fa2299cb9f2c2718a6,nm0000258,Stephanie Zimbalist,1956,\N,"actress,writer","tt0099225,tt0080402,tt0076993,tt0083470"
617082fa2299cb9f2c2718a7,nm0000259,Ginger Lynn,1962,\N,"actress,director,writer","tt0210365,tt0134898,tt0395584,tt0087562"
617082fa2299cb9f2c2718a8,nm0000260,Joan Allen,1956,\N,"actress,soundtrack,producer","tt3170832,tt0113987,tt0452608,tt0115988"
617082fa2299cb9f2c2718a9,nm0000261,Karen Allen,1951,\N,"actress,soundtrack,director","tt0077975,tt0088172,tt0367882,tt0082971"
617082fa2299cb9f2c2718aa,nm0000262,Nancy Allen,1950,\N,"actress,soundtrack","tt0093870,tt0080661,tt0107978,tt0100502"
617082fa2299cb9f2c2718ab,nm0000263,Kirstie Alley,1951,2022,"actress,producer,writer","tt0097778,tt0157503,tt0084726,tt0114852"
617082fa2299cb9f2c2718ac,nm0000264,Pedro Almodóvar,1949,\N,"writer,director,soundtrack","tt0095675,tt0101026,tt1189073,tt0287467"
617082fa2299cb9f2c2718ad,nm0000265,Robert Altman,1925,2006,"director,producer,writer","tt0105151,tt0280707,tt0108122,tt0073440"
617082fa2299cb9f2c2718ae,nm0000266,Ursula Andress,1936,\N,"actress,soundtrack","tt0060177,tt0055928,tt0061452,tt0082186"
617082fa2299cb9f2c2718af,nm0000267,Julie Andrews,1935,\N,"actress,soundtrack,writer","tt0247638,tt0084865,tt0058331,tt0059742"
617082fa2299cb9f2c2718b0,nm0000268,Ann-Margret,1941,\N,"actress,soundtrack","tt0066892,tt0060646,tt0056891,tt0107050"
617082fa2299cb9f2c2718b1,nm0000244,Sigourney Weaver,1949,\N,"actress,producer,soundtrack","tt0118583,tt0499549,tt0078748,tt0095243"
617082fa2299cb9f2c2718b2,nm0000245,Robin Williams,1951,2014,"actor,soundtrack,writer","tt0107614,tt0115685,tt0093105,tt0265459"
617082fa2299cb9f2c2718b3,nm0000246,Bruce Willis,1955,\N,"actor,producer,soundtrack","tt0110912,tt0167404,tt0088571,tt0095016"
617082fa2299cb9f2c2718b4,nm0000247,John Woo,1946,\N,"director,producer,writer","tt0104684,tt0425637,tt0092263,tt0119094"
617082fa2299cb9f2c2718b5,nm0000248,Edward D. Wood Jr.,1924,1978,"writer,director,actor","tt0052077,tt0067479,tt0045826,tt0047127"
617082fa2299cb9f2c2718b6,nm0000249,James Woods,1947,\N,"actor,producer,director","tt0120877,tt0159097,tt0086541,tt0119282"
617082fa2299cb9f2c2718b7,nm0000250,Renée Zellweger,1969,\N,"actress,producer,soundtrack","tt0116695,tt0159365,tt0243155,tt0299658"
617082fa2299cb9f2c2718b8,nm0000269,Jean-Jacques Annaud,1943,\N,"director,producer,writer","tt0215750,tt0120102,tt0091605,tt2909116"
617082fa2299cb9f2c2718b9,nm0000270,Gabrielle Anwar,1970,\N,"actress,producer,soundtrack","tt0105323,tt0108333,tt0114660,tt0810788"
617082fa2299cb9f2c2718ba,nm0000271,Anne Archer,1947,\N,"actress,producer,soundtrack","tt0105112,tt0108122,tt0160009,tt0093010"
617082fa2299cb9f2c2718bb,nm0000272,Fanny Ardant,1949,\N,"actress,director,writer","tt0086551,tt0348853,tt0283832,tt0127536"
617082fa2299cb9f2c2718bc,nm0000273,Alan Arkin,1934,2023,"actor,soundtrack,director","tt1024648,tt0099487,tt0449059,tt0104348"
617082fa2299cb9f2c2718bd,nm0000274,David Arquette,1971,\N,"producer,actor,director","tt0134084,tt0151738,tt0271367,tt0120082"
617082fa2299cb9f2c2718be,nm0000275,Rosanna Arquette,1959,\N,"actress,producer,director","tt0088680,tt0089017,tt0110912,tt0190138"
617082fa2299cb9f2c2718bf,nm0000276,Sean Astin,1971,\N,"actor,producer,director","tt0089218,tt0120737,tt0167260,tt0167261"
617082fa2299cb9f2c2718c0,nm0000277,Richard Attenborough,1923,2014,"actor,producer,director","tt0057115,tt0119567,tt0107290,tt0083987"
617082fa2299cb9f2c2718c1,nm0000285,Alec Baldwin,1958,\N,"actor,producer,soundtrack","tt1230414,tt0104348,tt0318374,tt0407887"
617082fa2299cb9f2c2718c2,nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director","tt0114814,tt0115683,tt0158622,tt0486583"
617082fa2299cb9f2c2718c3,nm0000287,William Baldwin,1963,\N,"actor,producer,stunts","tt0367089,tt0101393,tt0108162,tt0113010"
617082fa2299cb9f2c2718c4,nm0000288,Christian Bale,1974,\N,"actor,producer,soundtrack","tt0372784,tt0468569,tt0144084,tt1800241"
617082fa2299cb9f2c2718c5,nm0000289,Ellen Barkin,1954,\N,"actress,producer","tt0086856,tt0157503,tt0116277,tt0108330"
617082fa2299cb9f2c2718c6,nm0000290,John Barry,1933,2011,"music_department,soundtrack,composer","tt0099348,tt0093428,tt0089755,tt0081534"
617082fa2299cb9f2c2718c7,nm0000291,Angela Bassett,1958,\N,"actress,producer,director","tt0118884,tt9114286,tt1825683,tt0114558"
617082fa2299cb9f2c2718c8,nm0000292,Michelle Bauer,1958,\N,"actress,miscellaneous,costume_department","tt0098652,tt0094734,tt0094998,tt0103213"
617082fa2299cb9f2c2718c9,nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt0167261,tt1181791,tt0120737,tt0944947"
617082fa2299cb9f2c2718ca,nm0000294,Amanda Bearse,1958,\N,"actress,director,producer","tt0247121,tt9731598,tt0089175,tt0092400"
617082fa2299cb9f2c2718cb,nm0000295,Kate Beckinsale,1973,\N,"actress,producer,soundtrack","tt3068194,tt0320691,tt0338526,tt0401855"
617082fa2299cb9f2c2718cc,nm0000296,Robert Beltran,1953,\N,"actor,soundtrack","tt0112178,tt0101516,tt0087799,tt0113987"
617082fa2299cb9f2c2718cd,nm0000297,Tom Berenger,1949,\N,"actor,producer,writer","tt0085244,tt1375666,tt0091763,tt0097815"
617082fa2299cb9f2c2718ce,nm0000298,Candice Bergen,1946,\N,"actress,producer,soundtrack","tt0094514,tt0212346,tt0901476,tt0256415"
617082fa2299cb9f2c2718cf,nm0000299,Michael Biehn,1956,\N,"actor,producer,director","tt0090605,tt0088247,tt0117500,tt0096754"
617082fa2299cb9f2c2718d0,nm0000300,Juliette Binoche,1964,\N,"actress,art_department,miscellaneous","tt1219827,tt1020773,tt2452254,tt0116209"
617082fa2299cb9f2c2718d1,nm0000301,Thora Birch,1982,\N,"actress,producer,director","tt0105112,tt0107120,tt0169547,tt0162346"
617082fa2299cb9f2c2718d2,nm0000302,Jacqueline Bisset,1944,\N,"actress,soundtrack,producer","tt0071877,tt0088322,tt0421054,tt0062765"
617082fa2299cb9f2c2718d3,nm0000278,Pernilla August,1958,\N,"actress,director,writer","tt0104350,tt0115164,tt0120915,tt0121765"
617082fa2299cb9f2c2718d4,nm0000279,Hank Azaria,1964,\N,"actor,soundtrack,producer","tt0115685,tt1839481,tt0096697,tt0132347"
617082fa2299cb9f2c2718d5,nm0000280,Catherine Bach,1954,\N,"actress,soundtrack","tt0072288,tt0119025,tt0078607,tt1414382"
617082fa2299cb9f2c2718d6,nm0000281,Scott Baio,1960,\N,"actor,director,producer","tt0070992,tt0281680,tt0270846,tt0367279"
617082fa2299cb9f2c2718d7,nm0000282,Scott Bairstow,1970,\N,actor,"tt0182587,tt0119925,tt0120512,tt0283084"
617082fa2299cb9f2c2718d8,nm0000283,Brenda Bakke,1963,\N,actress,"tt0119488,tt0114781,tt0107144,tt0114608"
617082fa2299cb9f2c2718d9,nm0000284,Adam Baldwin,1962,\N,"actor,soundtrack","tt0379786,tt0093058,tt0116629,tt0187393"
617082fa2299cb9f2c2718da,nm0000304,Linda Blair,1959,\N,"actress,soundtrack,producer","tt0089964,tt0088044,tt0076009,tt0070047"
617082fa2299cb9f2c2718db,nm0000305,Mel Blanc,1908,1989,"actor,soundtrack,music_department","tt0077278,tt0078915,tt0094939,tt0096438"
617082fa2299cb9f2c2718dc,nm0000306,Brian Blessed,1936,\N,"actor,soundtrack,director","tt0120855,tt0120915,tt0080745,tt0107616"
617082fa2299cb9f2c2718dd,nm0000307,Helena Bonham Carter,1966,\N,"actress,soundtrack,director","tt0137523,tt0408236,tt1504320,tt1707386"
617082fa2299cb9f2c2718de,nm0000308,Ernest Borgnine,1917,2012,"actor,soundtrack,producer","tt0069113,tt0048356,tt0086662,tt0082340"
617082fa2299cb9f2c2718df,nm0000309,David Bowie,1947,2016,"music_artist,soundtrack,actor","tt0091369,tt0074851,tt0196229,tt0482571"
617082fa2299cb9f2c2718e0,nm0000303,Honor Blackman,1925,2020,"actress,soundtrack","tt0243155,tt0058150,tt0054518,tt0057197"
617082fa2299cb9f2c2718e1,nm0000311,Annie Rosar,1888,1963,"actress,soundtrack","tt0052996,tt0034396,tt0041552,tt0034800"
617082fa2299cb9f2c2718e2,nm0000310,Bruce Boxleitner,1950,\N,"actor,soundtrack,producer","tt0871427,tt0084827,tt0105946,tt1104001"
617082fa2299cb9f2c2718e3,nm0000319,Yancy Butler,1970,\N,"actress,producer","tt0274298,tt1250777,tt1650554,tt0107076"
617082fa2299cb9f2c2718e4,nm0000320,Luis Buñuel,1900,1983,"writer,director,actor","tt0055601,tt0056732,tt0061395,tt0068361"
617082fa2299cb9f2c2718e5,nm0000321,Gabriel Byrne,1950,\N,"actor,producer,writer","tt7784604,tt0146675,tt0145531,tt0114814"
617082fa2299cb9f2c2718e6,nm0000322,Emmanuelle Béart,1963,\N,"actress,soundtrack","tt0283832,tt0109731,tt0113947,tt0117060"
617082fa2299cb9f2c2718e7,nm0000323,Michael Caine,1933,\N,"actor,producer,soundtrack","tt0468569,tt0258068,tt0482571,tt0124315"
617082fa2299cb9f2c2718e8,nm0000324,Barbara Carrera,1945,\N,"actress,soundtrack","tt0086006,tt0084112,tt0085862,tt0076210"
617082fa2299cb9f2c2718e9,nm0000325,David Caruso,1956,\N,"actor,producer","tt0228750,tt0099939,tt0261983,tt0083944"
617082fa2299cb9f2c2718ea,nm0000326,Kim Cattrall,1956,\N,"actress,producer,soundtrack","tt0102975,tt1261945,tt1000774,tt0159206"
617082fa2299cb9f2c2718eb,nm0000327,Lacey Chabert,1982,\N,"actress,producer,soundtrack","tt0454082,tt0277371,tt0120738,tt0377092"
617082fa2299cb9f2c2718ec,nm0000328,Richard Chamberlain,1934,\N,"actor,soundtrack,producer","tt0072308,tt0076299,tt0085101,tt0073012"
617082fa2299cb9f2c2718ed,nm0000315,Louise Brooks,1906,1985,"actress,soundtrack","tt0021917,tt0017382,tt0021273,tt0018737"
617082fa2299cb9f2c2718ee,nm0000312,Amy Brenneman,1964,\N,"actress,producer,writer","tt0116040,tt0113277,tt0209069,tt0116287"
617082fa2299cb9f2c2718ef,nm0000313,Jeff Bridges,1949,\N,"actor,soundtrack,producer","tt0088172,tt1403865,tt0118715,tt1263670"
617082fa2299cb9f2c2718f0,nm0000317,Clancy Brown,1959,\N,"actor,soundtrack,producer","tt0111161,tt2279373,tt1179056,tt0120201"
617082fa2299cb9f2c2718f1,nm0000314,Charles Bronson,1921,2003,actor,"tt0071402,tt0064116,tt0057115,tt0054047"
617082fa2299cb9f2c2718f2,nm0000316,Mel Brooks,1926,\N,"actor,writer,soundtrack","tt0071230,tt0395251,tt0082517,tt0094012"
617082fa2299cb9f2c2718f3,nm0000329,Jackie Chan,1954,\N,"producer,actor,stunts","tt0266915,tt0120812,tt0089374,tt0127357"
617082fa2299cb9f2c2718f4,nm0000330,Stockard Channing,1944,\N,"actress,soundtrack","tt0198021,tt0108149,tt0077631,tt0120791"
617082fa2299cb9f2c2718f5,nm0000331,Chevy Chase,1943,\N,"actor,writer,soundtrack","tt0085995,tt0104850,tt0092086,tt0080487"
617082fa2299cb9f2c2718f6,nm0000318,Tim Burton,1958,\N,"producer,miscellaneous,director","tt0099487,tt0408236,tt0121164,tt1142977"
617082fa2299cb9f2c2718f7,nm0000332,Don Cheadle,1964,\N,"actor,producer,soundtrack","tt0790770,tt1540133,tt0395169,tt0375679"
617082fa2299cb9f2c2718f8,nm0000333,Cher,1946,\N,"music_artist,soundtrack,actress","tt0100140,tt0093565,tt1126591,tt0089560"
617082fa2299cb9f2c2718f9,nm0000334,Chow Yun-Fat,1955,\N,"actor,writer,soundtrack","tt0190332,tt1098327,tt0473444,tt0120008"
617082fa2299cb9f2c2718fa,nm0000336,James Coburn,1928,2002,"actor,producer,director","tt0118564,tt0057115,tt0056923,tt0054047"
617082fa2299cb9f2c2718fb,nm0000335,Glenn Close,1947,\N,"actress,soundtrack,producer","tt0093010,tt3750872,tt2015381,tt0094947"
617082fa2299cb9f2c2718fc,nm0000337,Rachael Leigh Cook,1979,\N,"actress,producer,writer","tt0331811,tt11100856,tt5659816,tt0160862"
617082fa2299cb9f2c2718fd,nm0000343,David Cronenberg,1943,\N,"actor,director,writer","tt0091064,tt0094964,tt0115964,tt0120907"
617082fa2299cb9f2c2718fe,nm0000346,Macaulay Culkin,1980,\N,"actor,producer,director","tt0102492,tt0099785,tt0104431,tt0107034"
617082fa2299cb9f2c2718ff,nm0000347,Tim Curry,1946,\N,"actor,soundtrack,producer","tt0117110,tt0073629,tt0088930,tt0112715"
617082fa2299cb9f2c271900,nm0000345,Billy Crystal,1948,\N,"actor,writer,producer","tt0098635,tt0113097,tt0122933,tt0101587"
617082fa2299cb9f2c271901,nm0000348,Tony Curtis,1925,2010,"actor,producer,soundtrack","tt0051036,tt0053291,tt0066701,tt0054331"
617082fa2299cb9f2c271902,nm0000344,Denise Crosby,\N,\N,"actress,producer","tt0098084,tt0104119,tt0120647,tt0097889"
617082fa2299cb9f2c271903,nm0000350,Beverly D'Angelo,1951,\N,"actress,soundtrack,producer","tt0085995,tt0120434,tt0120586,tt0097958"
617082fa2299cb9f2c271904,nm0000349,Joan Cusack,1962,\N,"actress,soundtrack,writer","tt0096463,tt1659337,tt0119360,tt0119229"
617082fa2299cb9f2c271905,nm0000351,Donna D'Errico,1968,\N,"actress,director,producer","tt4270458,tt4459134,tt12861508,tt7235466"
617082fa2299cb9f2c271906,nm0000353,Willem Dafoe,1955,\N,"actor,soundtrack,producer","tt6938828,tt7984734,tt0145487,tt5649144"
617082fa2299cb9f2c271907,nm0000338,Francis Ford Coppola,1939,\N,"producer,director,writer","tt0071562,tt0078788,tt0071360,tt0068646"
617082fa2299cb9f2c271908,nm0000352,Vincent D'Onofrio,1959,\N,"actor,producer,soundtrack","tt0119654,tt0209958,tt0093058,tt0109707"
617082fa2299cb9f2c271909,nm0000342,James Cromwell,1940,\N,"actor,producer,soundtrack","tt0144214,tt0117731,tt0119488,tt0120689"
617082fa2299cb9f2c27190a,nm0000354,Matt Damon,1970,\N,"producer,actor,soundtrack","tt0119217,tt0407887,tt3659388,tt0134119"
617082fa2299cb9f2c27190b,nm0000340,Cindy Crawford,1966,\N,"actress,soundtrack,producer","tt0113010,tt0120577,tt0186549,tt1441109"
617082fa2299cb9f2c27190c,nm0000339,Roger Corman,1926,\N,"producer,director,actor","tt0102926,tt0112384,tt0099612,tt0091419"
617082fa2299cb9f2c27190d,nm0000356,Sybil Danning,\N,\N,"actress,producer,writer","tt0085672,tt0373883,tt0080421,tt0072281"
617082fa2299cb9f2c27190e,nm0000357,Lolita Davidovich,1961,\N,actress,"tt0096943,tt0329717,tt0092513,tt0110146"
617082fa2299cb9f2c27190f,nm0000355,Anthony Daniels,1946,\N,"actor,producer,writer","tt2527336,tt2488496,tt0076759,tt0080684"
617082fa2299cb9f2c271910,nm0000359,Olivier De Funès,1949,\N,"actor,writer,soundtrack","tt0065848,tt0060475,tt0064425,tt0250077"
617082fa2299cb9f2c271911,nm0000358,Daniel Day-Lewis,1957,\N,"actor,music_department,soundtrack","tt0443272,tt0469494,tt0104691,tt0217505"
617082fa2299cb9f2c271912,nm0000360,Rebecca De Mornay,1959,\N,"actress,soundtrack,producer","tt0396269,tt0104389,tt0089941,tt0086200"
617082fa2299cb9f2c271913,nm0000341,Michael Crichton,1942,2008,"writer,producer,director","tt0117998,tt0108757,tt0107290,tt0070909"
617082fa2299cb9f2c271914,nm0000361,Brian De Palma,1940,\N,"director,writer,producer","tt0120832,tt0080661,tt0086984,tt0094226"
617082fa2299cb9f2c271915,nm0000362,Danny DeVito,1944,\N,"actor,producer,director","tt0098621,tt0117008,tt0103776,tt0119488"
617082fa2299cb9f2c271916,nm0000363,Loren Dean,1969,\N,"actor,soundtrack","tt7959026,tt2935510,tt0112384,tt0119177"
617082fa2299cb9f2c271917,nm0000364,Sandra Dee,1942,2005,"actress,soundtrack","tt0054759,tt0056093,tt0052847,tt0052918"
617082fa2299cb9f2c271918,nm0000365,Julie Delpy,1969,\N,"actress,writer,producer","tt0111507,tt0112471,tt0841044,tt0381681"
617082fa2299cb9f2c271919,nm0000366,Catherine Deneuve,1943,\N,"actress,soundtrack,producer","tt0061395,tt0283832,tt0168629,tt0059646"
617082fa2299cb9f2c27191a,nm0000367,Gérard Depardieu,1948,\N,"actor,producer,soundtrack","tt0099334,tt0099699,tt0103594,tt0120744"
617082fa2299cb9f2c27191b,nm0000368,Laura Dern,1967,\N,"actress,producer,writer","tt7653254,tt2305051,tt0107290,tt0090756"
617082fa2299cb9f2c27191c,nm0000369,Matt Dillon,1964,\N,"actor,director,producer","tt4003440,tt0097240,tt0129387,tt0375679"
617082fa2299cb9f2c27191d,nm0000372,Amanda Donohoe,1962,\N,"actress,producer","tt0110428,tt0095488,tt0119528,tt0090466"
617082fa2299cb9f2c27191e,nm0000378,Minnie Driver,1970,\N,"actress,soundtrack,producer","tt5592146,tt0112679,tt0119217,tt0496343"
617082fa2299cb9f2c27191f,nm0000377,Richard Dreyfuss,1947,\N,"actor,producer,soundtrack","tt0075860,tt0076095,tt0113862,tt0073195"
617082fa2299cb9f2c271920,nm0000379,Kirsten Dunst,1982,\N,"actress,producer,soundtrack","tt1527186,tt0110367,tt0145487,tt0110148"
617082fa2299cb9f2c271921,nm0000380,Robert Duvall,1931,\N,"actor,producer,soundtrack","tt1872194,tt0086423,tt0118632,tt0316356"
617082fa2299cb9f2c271922,nm0000381,Anthony Edwards,1962,\N,"actor,producer,director","tt0088000,tt0092099,tt0108757,tt0443706"
617082fa2299cb9f2c271923,nm0000382,Atom Egoyan,1960,\N,"director,writer,producer","tt0120255,tt0273435,tt1352824,tt2326612"
617082fa2299cb9f2c271924,nm0000384,Danny Elfman,1953,\N,"music_department,soundtrack,composer","tt0121164,tt0119654,tt0107688,tt0367594"
617082fa2299cb9f2c271925,nm0000385,Sam Elliott,1944,\N,"actor,producer,soundtrack","tt0098206,tt0286716,tt1517451,tt5655222"
617082fa2299cb9f2c271926,nm0000386,Roland Emmerich,1955,\N,"writer,producer,director","tt0319262,tt0120685,tt1628841,tt0116629"
617082fa2299cb9f2c271927,nm0000383,Jennifer Ehle,1969,\N,actress,"tt0112130,tt1790885,tt2392830,tt4919484"
617082fa2299cb9f2c271928,nm0000373,Michael Dorn,1952,\N,"actor,director,soundtrack","tt0102975,tt0117731,tt0120844,tt0111280"
617082fa2299cb9f2c271929,nm0000388,R. Lee Ermey,1944,2018,"actor,miscellaneous,producer","tt0114369,tt0324216,tt0095647,tt0093058"
617082fa2299cb9f2c27192a,nm0000389,Emilio Estevez,1962,\N,"actor,director,producer","tt0308055,tt3294746,tt0100994,tt1441912"
617082fa2299cb9f2c27192b,nm0000390,Joe Eszterhas,1944,\N,"writer,producer,miscellaneous","tt0118577,tt0114436,tt0108162,tt0103772"
617082fa2299cb9f2c27192c,nm0000392,Morgan Fairchild,1950,\N,"actress,soundtrack,producer","tt0108778,tt1754944,tt0081858,tt0084652"
617082fa2299cb9f2c27192d,nm0000393,Peter Falk,1927,2011,"actor,producer,soundtrack","tt0281322,tt0074937,tt0093779,tt1466074"
617082fa2299cb9f2c27192e,nm0000391,Rupert Everett,1959,\N,"actor,soundtrack,producer","tt2404639,tt0122541,tt0119738,tt0109592"
617082fa2299cb9f2c27192f,nm0000374,Brad Dourif,1950,\N,actor,"tt0073486,tt0167261,tt0095647,tt0099528"
617082fa2299cb9f2c271930,nm0000394,Chris Farley,1964,1997,"actor,soundtrack,stunts","tt0118708,tt0115697,tt0114694,tt0106598"
617082fa2299cb9f2c271931,nm0000375,Robert Downey Jr.,1965,\N,"actor,producer,soundtrack","tt0988045,tt1300854,tt4154796,tt0371746"
617082fa2299cb9f2c271932,nm0000370,Walt Disney,1901,1966,"producer,actor,miscellaneous","tt0034492,tt0048280,tt0029583,tt0058331"
617082fa2299cb9f2c271933,nm0000376,Fran Drescher,1957,\N,"writer,actress,producer","tt0098546,tt0106080,tt0837562,tt0118691"
617082fa2299cb9f2c271934,nm0000371,Ami Dolenz,1969,\N,"actress,producer,miscellaneous","tt0056758,tt0107949,tt0110913,tt0092718"
617082fa2299cb9f2c271935,nm0000387,Robert Englund,1947,\N,"actor,miscellaneous,soundtrack","tt0087800,tt0093629,tt0329101,tt0095742"
617082fa2299cb9f2c271936,nm0000395,Terry Farrell,1963,\N,"actress,soundtrack","tt0106145,tt0090685,tt0104409,tt0174378"
617082fa2299cb9f2c271937,nm0000396,Farrah Fawcett,1947,2009,"actress,producer,soundtrack","tt0091024,tt0082136,tt0079285,tt0074812"
617082fa2299cb9f2c271938,nm0000397,Corey Feldman,\N,\N,"actor,producer,soundtrack","tt0096734,tt0089218,tt0093437,tt0092005"
617082fa2299cb9f2c271939,nm0000399,David Fincher,1962,\N,"producer,director,writer","tt1285016,tt2267998,tt0443706,tt0114369"
617082fa2299cb9f2c27193a,nm0000400,Linda Fiorentino,1958,\N,"actress,soundtrack","tt0088680,tt0120655,tt0119654,tt0110308"
617082fa2299cb9f2c27193b,nm0000401,Laurence Fishburne,1961,\N,"actor,producer,director","tt0234215,tt0327056,tt1598778,tt0133093"
617082fa2299cb9f2c27193c,nm0000402,Carrie Fisher,1956,2016,"actress,miscellaneous,soundtrack","tt0080684,tt0086190,tt2527336,tt0076759"
617082fa2299cb9f2c27193d,nm0000403,Bridget Fonda,1964,\N,"actress,soundtrack","tt0139414,tt0107843,tt0105414,tt0120324"
617082fa2299cb9f2c27193e,nm0000404,Jane Fonda,1937,\N,"actress,producer,soundtrack","tt3312830,tt0077362,tt0062711,tt0067309"
617082fa2299cb9f2c27193f,nm0000405,Michelle Forbes,1965,\N,actress,"tt1951266,tt0107302,tt0844441,tt0116225"
617082fa2299cb9f2c271940,nm0000407,Vivica A. Fox,1964,\N,"actress,producer,director","tt1628841,tt0118688,tt0116629,tt0266697"
617082fa2299cb9f2c271941,nm0000408,Jonathan Frakes,1952,\N,"actor,director,producer","tt0120844,tt0253754,tt0111280,tt0117731"
617082fa2299cb9f2c271942,nm0000409,Brendan Fraser,1968,\N,"actor,producer,soundtrack","tt0209163,tt0120616,tt0375679,tt13833688"
617082fa2299cb9f2c271943,nm0000410,Stephen Fry,1957,\N,"actor,writer,producer","tt0120514,tt0280707,tt0371724,tt0434409"
617082fa2299cb9f2c271944,nm0000412,Andy Garcia,1956,\N,"actor,producer,soundtrack","tt0343996,tt0240772,tt0349903,tt0099674"
617082fa2299cb9f2c271945,nm0000413,Janeane Garofalo,1964,\N,"actress,writer,producer","tt0117979,tt0132347,tt0382932,tt0243655"
617082fa2299cb9f2c271946,nm0000414,Teri Garr,1947,\N,"actress,soundtrack,miscellaneous","tt0072431,tt0085970,tt0075860,tt0084805"
617082fa2299cb9f2c271947,nm0000411,Edward Furlong,1977,\N,"actor,producer,soundtrack","tt0120586,tt0103064,tt0990407,tt0165710"
617082fa2299cb9f2c271948,nm0000415,Jami Gertz,1965,\N,"actress,producer,executive","tt0093437,tt0117998,tt0320970,tt0088128"
617082fa2299cb9f2c271949,nm0000416,Terry Gilliam,1940,\N,"writer,actor,animation_department","tt0088846,tt0071853,tt1054606,tt0081633"
617082fa2299cb9f2c27194a,nm0000417,Crispin Glover,1964,\N,"actor,soundtrack,producer","tt1898069,tt0118141,tt0091860,tt0310357"
617082fa2299cb9f2c27194b,nm0000418,Danny Glover,1946,\N,"actor,producer,director","tt0097733,tt1190080,tt0122151,tt0093409"
617082fa2299cb9f2c27194c,nm0000421,Cuba Gooding Jr.,1968,\N,"actor,soundtrack,writer","tt0203019,tt0101507,tt0316465,tt0116695"
617082fa2299cb9f2c27194d,nm0000424,Hugh Grant,1960,\N,"actor,soundtrack","tt0314331,tt0276751,tt0109831,tt0125439"
617082fa2299cb9f2c27194e,nm0000425,Peter Greenaway,1942,\N,"director,writer,editor","tt1702429,tt0092929,tt0097108,tt0446750"
